"subject","Label","object","Source","Target"
"Trump","is expected to","the Environmental Protection Agency",14,407
"Hurricane Harvey","clean up","Hurricane Irma",470,471
"Hurricane Harvey","clean up","Hurricane Irma",416,471
"Hurricane Harvey","clean up","Hurricane Irma",332,471
"Trump","direct","the Environmental Protection Agency",465,407
"Trump","direct","the Environmental Protection Agency",439,407
"Trump","direct","the Environmental Protection Agency",14,407
"Democrats","working with","Trump",467,465
"Democrats","working with","Trump",467,439
"Democrats","working with","Trump",467,14
"Hurricane Florence","swept across","the East Coast",469,9
"Reuters","liquefied","Asia",355,2
"Trump","label","Democrats",465,467
"Trump","label","Democrats",439,467
"Trump","label","Democrats",14,467
"Europe","is taking","the European Union",1,353
"Republicans","will maintain control of","Congress",468,377
"Trump","warned on","Twitter",465,460
"Trump","warned on","Twitter",439,460
"Trump","warned on","Twitter",14,460
"Trump","warned on","Twitter",465,17
"Trump","warned on","Twitter",439,17
"Trump","warned on","Twitter",14,17
"Democrats","pressured","Pruitt",467,46
"Democrats","are pressuring","Tillerson",467,323
"Northern California","urged","Donald Trump",12,40
"Republicans","rallied behind","Energy Transfer",468,340
"Trump","hosted a meeting at","the White House",465,354
"Trump","hosted a meeting at","the White House",439,354
"Trump","hosted a meeting at","the White House",14,354
"Pemex","needs to","Asia",423,2
"Democrats","make the special election a referendum on","Trump",467,465
"Democrats","make the special election a referendum on","Trump",467,439
"Democrats","make the special election a referendum on","Trump",467,14
"Pemex","go to","Asia",423,2
"Trump","stop","Clinton",465,37
"Trump","stop","Clinton",439,37
"Trump","stop","Clinton",14,37
"Europe","destroy","Europe",1,1
"Europe","deconstruct","Europe",1,1
"Clinton","voting for","Trump",37,465
"Clinton","voting for","Trump",37,439
"Clinton","voting for","Trump",37,14
"Democrats","triggered it in","Republicans",467,468
"Clinton","agrees with","Bernie Sanders",37,35
"Sanders","has had it out","Bezos",408,284
"BMW","widening the recall to","Europe",427,1
"Democrats","are set to","Republicans",467,468
"Kate Holton","editing by","Guy Faulconbridge",107,140
"Democrats","force","Republicans",467,468
"the East Coast","according to","CNN",9,361
"Timothy Gardner","editing by","Susan Thomas",42,120
"Pruitt","gave to","Democrats",46,467
"McConnell","responded","Democrats",214,467
"Clinton","argued","Republicans",37,468
"Tesla","is","Tesla",376,376
"Tesla","is","Tesla",351,376
"Tesla","is","Tesla",376,351
"Tesla","is","Tesla",351,351
"Clinton","differs from","Sanders",37,408
"Martyn Herman","editing by","Pritha Sarkar",277,228
"Democrats","tie him to","Republicans",467,468
"the Middle East","have too","Asia",7,2
"Democrats","had hoped","Republicans",467,468
"ExxonMobil","told","Reuters",419,355
"Republicans","have called","Snyder",468,314
"Hillary Clinton","had a great many criticisms of","Donald Trump",153,40
"Hurricane Katrina","was widely","Congress",472,377
"Republicans","would","Snyder",468,314
"Hurricane Katrina","criticized","Congress",472,377
"Republicans","are urging him to","Clinton",468,37
"Trump","take aim on","Twitter",465,460
"Trump","take aim on","Twitter",439,460
"Trump","take aim on","Twitter",14,460
"Trump","take aim on","Twitter",465,17
"Trump","take aim on","Twitter",439,17
"Trump","take aim on","Twitter",14,17
"Democrats","are likely to","Republicans",467,468
"Hurricane Katrina","said","Congress",472,377
"Democrats","fight back","Republicans",467,468
"Democrats","accusing","Republicans",467,468
"McConnell","encouraged","Democrats",214,467
"Vladimir Soldatkin","writing by","Maria Tsvetkova",23,285
"Maria Tsvetkova","Editing by","Kirsten Donovan",285,150
"Africa","has more fishermen than","Europe",6,1
"Democrats","have","the White House",467,354
"Democrats","been","the White House",467,354
"Earth","seen from","Earth",3,3
"Democrats","negotiate with","Brown",467,59
"George W. Bush","did after","Hurricane Katrina",96,472
"Trump","ran for","the White House",465,354
"Trump","ran for","the White House",439,354
"Trump","ran for","the White House",14,354
"Cruz","leads","Republicans",55,468
"Gram Slattery","editing by","Susan Thomas",286,120
"Democrats","fared much better than","Republicans",467,468
"Sanders","moved","Democrats",408,467
"Democrats","have exaggerated the death toll from","Hurricane Maria",467,473
"Democrats","nominate","Clinton",467,37
"Trump","has put pressure on","GM",465,358
"Trump","has put pressure on","GM",439,358
"Trump","has put pressure on","GM",14,358
"Democrats","are likely to","Trump",467,465
"Democrats","are likely to","Trump",467,439
"Democrats","are likely to","Trump",467,14
"Democrats","oppose confirming","Trump",467,465
"Democrats","oppose confirming","Trump",467,439
"Democrats","oppose confirming","Trump",467,14
"GM","compete more aggressively with","Tesla",358,376
"GM","compete more aggressively with","Tesla",358,351
"GM","plans to","Tesla",358,376
"GM","plans to","Tesla",358,351
"Africa","western","Europe",6,1
"Trump","must win","Republicans",465,468
"Trump","must win","Republicans",439,468
"Trump","must win","Republicans",14,468
"Democrats","inflating the death toll from","Hurricane Maria",467,473
"Trump","has gotten pushback from","Democrats",465,467
"Trump","has gotten pushback from","Democrats",439,467
"Trump","has gotten pushback from","Democrats",14,467
"Clinton","wins","Democrats",37,467
"Trump","will tell","the Interior Department",465,413
"Trump","will tell","the Interior Department",439,413
"Trump","will tell","the Interior Department",14,413
"Vladimir Soldatkin","Writing by","Rania El Gamal",23,136
"Asia","is liquefied","LNG",2,412
"Republicans","would benefit from","Clinton",468,37
"Republicans","having","Clinton",468,37
"Republicans","said the head of","the Environmental Protection Agency",468,407
"Scott","wrote on","Twitter",276,460
"Scott","wrote on","Twitter",276,17
"Democrats","had hoped","Snyder",467,314
"Republicans","demanded","Democrats",468,467
"Republicans","hit back at","Clinton",468,37
"Republicans","are left with","Trump",468,465
"Republicans","are left with","Trump",468,439
"Republicans","are left with","Trump",468,14
"Lefteris Karagiannopoulos","Editing by","Kirsten Donovan",21,150
"NBC","had reported","Trump",400,465
"NBC","had reported","Trump",400,439
"NBC","had reported","Trump",400,14
"Republicans","slammed","Democrats",468,467
"Thomas Seythal","Editing by","Michelle Martin",199,50
"Honda","sought a base for","Europe",435,1
"Democrats","pushing","Republicans",467,468
"Republicans","have a shot at","the White House",468,354
"Africa","may","the Middle East",6,7
"Democrats","say","Honda",467,435
"Africa","overtake","the Middle East",6,7
"Twitter","stopping warming at","1.5C",460,453
"Twitter","stopping warming at","1.5C",17,453
"Pompeo","said","Trump",251,465
"Pompeo","said","Trump",251,439
"Pompeo","said","Trump",251,14
"NOAA","shows","Hurricane Florence",428,469
"Republicans","running for","the White House",468,354
"Africa","is","Africa",6,6
"Trump","exclaimed about","Hurricane Irma",465,471
"Trump","exclaimed about","Hurricane Irma",439,471
"Trump","exclaimed about","Hurricane Irma",14,471
"Democrats","have accused","Republicans",467,468
"Trump","was asking","Congress",465,377
"Trump","was asking","Congress",439,377
"Trump","was asking","Congress",14,377
"Trump","was","Congress",465,377
"Trump","was","Congress",439,377
"Trump","was","Congress",14,377
"Obama","drawing applause from","Democrats",337,467
"Republicans","have just","Democrats",468,467
"Pruitt","been escalating from","Republicans",46,468
"Amazon","meeting the goals of","the Paris Agreement",363,476
"Amazon","meeting the goals of","the Paris Agreement",363,394
"Pruitt","have","Republicans",46,468
"Gore","meeting with","Trump",224,465
"Gore","meeting with","Trump",224,439
"Gore","meeting with","Trump",224,14
"Europe","complements","Nissan",1,424
"Gore","met with","Donald Trump",224,40
"David Shepardson","Editing by","Sandra Maler",44,207
"The White House","wants","Congress",386,377
"the Environmental Protection Agency","spearheaded the opposition to","the Paris Agreement",407,476
"the Environmental Protection Agency","spearheaded the opposition to","the Paris Agreement",407,394
"Democrats","denounced the move as","Pruitt",467,46
"Trump","was speaking shortly","the Justice Department",465,393
"Trump","was speaking shortly","the Justice Department",439,393
"Trump","was speaking shortly","the Justice Department",14,393
"Democrats","will come in","Republicans",467,468
"Trump","said","Putin",465,53
"Trump","said","Putin",439,53
"Trump","said","Putin",14,53
"Aidan Lewis","Editing by","Mark Heinrich",289,235
"Democrats","be successful with","Republicans",467,468
"Trump","told","Bloomberg",465,62
"Trump","told","Bloomberg",439,62
"Trump","told","Bloomberg",14,62
"Democrats","will","Republicans",467,468
"Democrats","outpaced","Republicans",467,468
"Zinke","told","the Associated Press",119,362
"Republicans","came in","Warren",468,244
"Democrats","celebrated by","Republicans",467,468
"Congress","said","Santos",377,279
"Trump","is behind","Clinton",465,37
"Trump","is behind","Clinton",439,37
"Trump","is behind","Clinton",14,37
"Earth","brings unpowered objects closer to","Earth",3,3
"Trump","have promised to","the Paris Agreement",465,476
"Trump","have promised to","the Paris Agreement",439,476
"Trump","have promised to","the Paris Agreement",14,476
"Trump","have promised to","the Paris Agreement",465,394
"Trump","have promised to","the Paris Agreement",439,394
"Trump","have promised to","the Paris Agreement",14,394
"Trump","-engage in","the Paris Agreement",465,476
"Trump","-engage in","the Paris Agreement",439,476
"Trump","-engage in","the Paris Agreement",14,476
"Trump","-engage in","the Paris Agreement",465,394
"Trump","-engage in","the Paris Agreement",439,394
"Trump","-engage in","the Paris Agreement",14,394
"Democrats","Go hard after","Trump",467,465
"Democrats","Go hard after","Trump",467,439
"Democrats","Go hard after","Trump",467,14
"Trump","re","the Paris Agreement",465,476
"Trump","re","the Paris Agreement",439,476
"Trump","re","the Paris Agreement",14,476
"Trump","re","the Paris Agreement",465,394
"Trump","re","the Paris Agreement",439,394
"Trump","re","the Paris Agreement",14,394
"Exxon","referred inquiries to","Shell",359,388
"Republicans","considered him a likely challenger to","Nelson",468,262
"Earth","suggested","Mars",3,4
"OPEC","is fully","the Paris Agreement",364,476
"OPEC","is fully","the Paris Agreement",364,394
"Republicans","been pressuring","Democrats",468,467
"OPEC","engaged with","the Paris Agreement",364,476
"OPEC","engaged with","the Paris Agreement",364,394
"Republicans","have","Democrats",468,467
"Trump","seize the rare opportunity to","Kim",465,121
"Trump","seize the rare opportunity to","Kim",439,121
"Trump","seize the rare opportunity to","Kim",14,121
"Republicans","said","Wheeler",468,101
"Musk","creating a base on","Mars",60,4
"Republicans","held in","Congress",468,377
"Europe","faces not only","Brexit",1,92
"Europe","target","Silicon Valley",1,11
"Olzhas Auyezov","editing by","David Evans",38,105
"Democrats","slam","EPA",467,371
"Hurricane Harvey","is tied with","Katrina",470,475
"Hurricane Harvey","is tied with","Katrina",416,475
"Hurricane Harvey","is tied with","Katrina",332,475
"Hurricane Harvey","tied with","Katrina",470,475
"Hurricane Harvey","tied with","Katrina",416,475
"Hurricane Harvey","tied with","Katrina",332,475
"Clinton","joined","Sanders",37,408
"Clinton","has won over","Taylor",37,125
"Trump","took to","Twitter",465,460
"Trump","took to","Twitter",439,460
"Trump","took to","Twitter",14,460
"Trump","took to","Twitter",465,17
"Trump","took to","Twitter",439,17
"Trump","took to","Twitter",14,17
"the White House","prods","Republicans",354,468
"Democrats","argued","Wheeler",467,101
"Trump","has blasted","the Paris Agreement",465,476
"Trump","has blasted","the Paris Agreement",439,476
"Trump","has blasted","the Paris Agreement",14,476
"Trump","has blasted","the Paris Agreement",465,394
"Trump","has blasted","the Paris Agreement",439,394
"Trump","has blasted","the Paris Agreement",14,394
"Africa","taking measures to","Africa",6,6
"Europe","will","Elon Musk",1,183
"Europe","be","Elon Musk",1,183
"AT&T","took the widespread flooding from","Hurricane Harvey",405,470
"AT&T","took the widespread flooding from","Hurricane Harvey",405,416
"AT&T","took the widespread flooding from","Hurricane Harvey",405,332
"Congress","will need at","Democrats",377,467
"Michelle Martin","Editing by","Louise Heavens",50,66
"Congress","continuing","Democrats",377,467
"Democrats","handing","Trump",467,465
"Democrats","handing","Trump",467,439
"Democrats","handing","Trump",467,14
"Royal Dutch Shell","said","the Paris Agreement",425,476
"Royal Dutch Shell","said","the Paris Agreement",425,394
"Democrats","rebuilding","the White House",467,354
"Obama","leading player in","the Paris Agreement",337,476
"Obama","leading player in","the Paris Agreement",337,394
"North America","told","Reuters",5,355
"Republicans","pressed","the White House",468,354
"Trump","begun to formally","the Paris Agreement",465,476
"Trump","begun to formally","the Paris Agreement",439,476
"Trump","begun to formally","the Paris Agreement",14,476
"Trump","begun to formally","the Paris Agreement",465,394
"Trump","begun to formally","the Paris Agreement",439,394
"Trump","begun to formally","the Paris Agreement",14,394
"Trump","could make an infrastructure bill more appealing to","Republicans",465,468
"Trump","could make an infrastructure bill more appealing to","Republicans",439,468
"Trump","could make an infrastructure bill more appealing to","Republicans",14,468
"Trump","has also","the Paris Agreement",465,476
"Trump","has also","the Paris Agreement",439,476
"Trump","has also","the Paris Agreement",14,476
"Trump","has also","the Paris Agreement",465,394
"Trump","has also","the Paris Agreement",439,394
"Trump","has also","the Paris Agreement",14,394
"the White House","release unused disaster recovery funds from","Hurricane Maria",354,473
"Democrats","are wary of","Trump",467,465
"Democrats","are wary of","Trump",467,439
"Democrats","are wary of","Trump",467,14
"Geert De Clercq","editing by","Leigh Thomas",190,209
"Trump","underperforming","Barack Obama",465,148
"Trump","underperforming","Barack Obama",439,148
"Trump","underperforming","Barack Obama",14,148
"the White House","invited","Trump",354,465
"the White House","invited","Trump",354,439
"the White House","invited","Trump",354,14
"Democrats","force","EPA",467,371
"EPA","fought its way to","the Supreme Court",371,370
"Republicans","including","Pruitt",468,46
"Democrats","have ripped","Trump",467,465
"Democrats","have ripped","Trump",467,439
"Democrats","have ripped","Trump",467,14
"the Paris Agreement","according to","the International Energy Agency",476,434
"the Paris Agreement","according to","the International Energy Agency",394,434
"Trump","took a jab at","Biden",465,206
"Trump","took a jab at","Biden",439,206
"Trump","took a jab at","Biden",14,206
"the East Coast","could see major impacts from","Hurricane Irma",9,471
"Republicans","opposed by","Democrats",468,467
"Putin","believes","Obama",53,337
"Democrats","press","Zuckerberg",467,68
"Andreas Cremer","Editing by","Edmund Blair",292,78
"FEMA","did","Hurricane Katrina",382,472
"Nelson","was saying","Republicans",262,468
"CNN","reported","Allen",361,291
"Jessica Jaganathan","editing by","Gopakumar Warrier",282,58
"Trump","made a deal with","Democrats",465,467
"Trump","made a deal with","Democrats",439,467
"Trump","made a deal with","Democrats",14,467
"Macron","are guardedly","Merkel",103,294
"Carter","said","BP",270,444
"Michelle Martin","Editing by","Mark Heinrich",50,235
"Democrats","hope to","Republicans",467,468
"Democrats","put","Republicans",467,468
"Republicans","are also","Congress",468,377
"Europe","said","Li",1,51
"Republicans","questioning","Congress",468,377
"Trump","told","the Wall Street Journal",465,368
"Trump","told","the Wall Street Journal",439,368
"Trump","told","the Wall Street Journal",14,368
"David Ljunggren","Editing by","James Dalgleish",261,216
"Ryan","said","Republicans",76,468
"Kennedy","called on","Democrats",318,467
"the Environmental Protection Agency","discovered","Volkswagen",407,357
"William James","Editing by","Janet Lawrence",143,264
"Democrats","will govern differently","State",467,375
"Elon Musk","get a human crew to","Mars",183,4
"Democrats","are upping the pressure on","Pruitt",467,46
"Trump","will visit","Northern California",465,12
"Trump","will visit","Northern California",439,12
"Trump","will visit","Northern California",14,12
"The European Union","will make no new offer on","Brexit",409,92
"the East Coast","start paying attention to","Irma",9,87
"Republicans","get their tax scam out","Congress",468,377
"Santos","focused on","LNG",279,412
"Santos","trying to","LNG",279,412
"Santos","deliver","LNG",279,412
"the Wall Street Journal","reported","Amazon",368,363
"Democrats","see political value in","Republicans",467,468
"Clinton","has received pushback from","Democrats",37,467
"Uber","wanted an independent monitor to","Uber",440,440
"Uber","wanted an independent monitor to","Uber",75,440
"Uber","wanted an independent monitor to","Uber",440,75
"Uber","wanted an independent monitor to","Uber",75,75
"Waymo","had sought at","Uber",461,440
"Waymo","had sought at","Uber",461,75
"Lopez Obrador","posted a video on","Twitter",171,460
"Lopez Obrador","posted a video on","Twitter",171,17
"Waymo","have had to","Uber",461,440
"Waymo","have had to","Uber",461,75
"Waymo","prove not only","Uber",461,440
"Waymo","prove not only","Uber",461,75
"Waymo","would","Uber",461,440
"Waymo","would","Uber",461,75
"Europe","have warned","Trump",1,465
"Europe","have warned","Trump",1,439
"Europe","have warned","Trump",1,14
"Republicans","are calling on","Congress",468,377
"Europe","be a massive buyer of","LNG",1,412
"Republicans","going","Trump",468,465
"Republicans","going","Trump",468,439
"Republicans","going","Trump",468,14
"Wright","creates the maps for","NASA",61,356
"Trump","threatened to","NAFTA",465,367
"Trump","threatened to","NAFTA",439,367
"Trump","threatened to","NAFTA",14,367
"Democrats","sat","Trump",467,465
"Democrats","sat","Trump",467,439
"Democrats","sat","Trump",467,14
"Trump","withdraw from","NAFTA",465,367
"Trump","withdraw from","NAFTA",439,367
"Trump","withdraw from","NAFTA",14,367
"LNG","is a valuable option for","Europe",412,1
"Republicans","had worked hard to","Trump",468,465
"Republicans","had worked hard to","Trump",468,439
"Republicans","had worked hard to","Trump",468,14
"Gore","doubled down","Trump",224,465
"Gore","doubled down","Trump",224,439
"Gore","doubled down","Trump",224,14
"Gore","said","Trump",224,465
"Gore","said","Trump",224,439
"Gore","said","Trump",224,14
"Republicans","get","Trump",468,465
"Republicans","get","Trump",468,439
"Republicans","get","Trump",468,14
"Democrats","questioned","Wheeler",467,101
"Harvey","mention","Harvey",417,417
"Harvey","mention","Harvey",315,417
"Harvey","mention","Harvey",417,315
"Harvey","mention","Harvey",315,315
"Democrats","have pointed to","Trump",467,465
"Democrats","have pointed to","Trump",467,439
"Democrats","have pointed to","Trump",467,14
"Florence Tan","editing by","Christian Schmollinger",269,26
"Republicans","retiring from","Congress",468,377
"the East Coast","according to","the U.S. Energy Information Administration",9,431
"Republicans","squirm as","Scott",468,276
"McCarthy","told","Reuters",229,355
"Republicans","heard any counter-offers from","Democrats",468,467
"Trump","has repeatedly","OPEC",465,364
"Trump","has repeatedly","OPEC",439,364
"Trump","has repeatedly","OPEC",14,364
"Trump","called on","OPEC",465,364
"Trump","called on","OPEC",439,364
"Trump","called on","OPEC",14,364
"Ahmad Ghaddar","editing by","Jason Neely",240,28
"Nerijus Adomaitis","editing by","John Stonestreet",296,172
"CNN","noted","Democrats",361,467
"Democrats","have similarly","Jones",467,195
"Democrats","blasted","Jones",467,195
"Mars","said","Musk",4,60
"Republicans","are deferring to","the White House",468,354
"Democrats","be reluctant to","Trump",467,465
"Democrats","be reluctant to","Trump",467,439
"Democrats","be reluctant to","Trump",467,14
"Trump","has accused","OPEC",465,364
"Trump","has accused","OPEC",439,364
"Trump","has accused","OPEC",14,364
"Democrats","may","Trump",467,465
"Democrats","may","Trump",467,439
"Democrats","may","Trump",467,14
"Twitter","using his sarcastic nickname for","Kim",460,121
"Twitter","using his sarcastic nickname for","Kim",17,121
"Democrats","hand","Trump",467,465
"Democrats","hand","Trump",467,439
"Democrats","hand","Trump",467,14
"Sanders","accuse","Clinton",408,37
"Clinton","is never","Sanders",37,408
"Clinton","going to","Sanders",37,408
"Republicans","are pushing in","Congress",468,377
"Exxon","ship barrels over","Europe",359,1
"Trump","has also","Republicans",465,468
"Trump","has also","Republicans",439,468
"Trump","has also","Republicans",14,468
"Trump","suggested","Republicans",465,468
"Trump","suggested","Republicans",439,468
"Trump","suggested","Republicans",14,468
"Africa","including","Africa",6,6
"Dominique Patton","Editing by","Josephine Mason",56,218
"Elizabeth Piper","editing by","Stephen Addison",156,20
"North America","appear more reluctant to","Asia",5,2
"North America","do so in","Asia",5,2
"Bate Felix","editing by","David Evans",343,105
"Barack Obama","was squaring off","Hillary Clinton",148,153
"Trump","has used","Twitter",465,460
"Trump","has used","Twitter",439,460
"Trump","has used","Twitter",14,460
"Trump","has used","Twitter",465,17
"Trump","has used","Twitter",439,17
"Trump","has used","Twitter",14,17
"Asia","told","Reuters",2,355
"Democrats","hit","Pruitt",467,46
"Republicans","were far","Democrats",468,467
"Alexandra Ulmer","Editing by","Peter Cooney",231,297
"Democrats","approve of","Pruitt",467,46
"VW","promised drivers in","Europe",392,1
"Republicans","including then","Obama",468,337
"Trump","had confidence in","Tillerson",465,323
"Trump","had confidence in","Tillerson",439,323
"Trump","had confidence in","Tillerson",14,323
"Republicans","are pushing through","Congress",468,377
"Trump","signaled his willingness to","Democrats",465,467
"Trump","signaled his willingness to","Democrats",439,467
"Trump","signaled his willingness to","Democrats",14,467
"Google","are paying virtually","Johnson",369,89
"Fransiska Nangoy","Editing by","Joseph Radford",33,243
"Democrats","are pointing to","Trump",467,465
"Democrats","are pointing to","Trump",467,439
"Democrats","are pointing to","Trump",467,14
"Trump","reached a deal with","Democrats",465,467
"Trump","reached a deal with","Democrats",439,467
"Trump","reached a deal with","Democrats",14,467
"Barry","told","Reuters",155,355
"Republicans","are rushing a tax bill through","Congress",468,377
"David Shepardson","Editing by","Grant McCool",44,43
"Republicans","must press","Democrats",468,467
"Congress","given the power dynamics on","Capitol Hill",377,437
"the White House","proposed","CNBC",354,420
"Pruitt","is drawing such negative attention from","Democrats",46,467
"Republicans","pressed","Powell",468,116
"VW","will begin its diesel repairs in","Europe",392,1
"Reuters","reported","Putin",355,53
"Democrats","don’t","Republicans",467,468
"Europe","-authored by","Greenpeace",1,350
"Democrats","want to","Republicans",467,468
"Europe","was co","Greenpeace",1,350
"Dominique Patton","editing by","Richard Pullin",56,39
"Democrats","provide","Republicans",467,468
"Africa","go","Harry",6,301
"Merkel","cited her chats with","Trump",294,465
"Merkel","cited her chats with","Trump",294,439
"Merkel","cited her chats with","Trump",294,14
"Asia","increased deliveries into","Europe",2,1
"Trump","been able to","OPEC",465,364
"Trump","been able to","OPEC",439,364
"Trump","been able to","OPEC",14,364
"Democrats","call","Trump",467,465
"Democrats","call","Trump",467,439
"Democrats","call","Trump",467,14
"Trump","has also","OPEC",465,364
"Trump","has also","OPEC",439,364
"Trump","has also","OPEC",14,364
"Trump","lean on","OPEC",465,364
"Trump","lean on","OPEC",439,364
"Trump","lean on","OPEC",14,364
"Asia","be sold to","Europe",2,1
"OPEC","taking to","Twitter",364,460
"OPEC","taking to","Twitter",364,17
"Asia","could","Europe",2,1
"Republicans","cling to","Trump",468,465
"Republicans","cling to","Trump",468,439
"Republicans","cling to","Trump",468,14
"Africa","was striking","Smith",6,329
"Africa","said","Smith",6,329
"the White House","had publicly","Republicans",354,468
"Trump","being","Trump",465,465
"Trump","being","Trump",439,465
"Trump","being","Trump",14,465
"Trump","being","Trump",465,439
"Trump","being","Trump",439,439
"Trump","being","Trump",14,439
"Trump","being","Trump",465,14
"Trump","being","Trump",439,14
"Trump","being","Trump",14,14
"Earth","given","NASA",3,356
"the White House","urged","Republicans",354,468
"Asia","based","Europe",2,1
"Democrats","would have more leverage with","Trump",467,465
"Democrats","would have more leverage with","Trump",467,439
"Democrats","would have more leverage with","Trump",467,14
"Polina Devitt","editing by","Gareth Jones",112,219
"Toyota","is preparing to","Uber",432,440
"Toyota","is preparing to","Uber",432,75
"Toyota","invest approximately","Uber",432,440
"Toyota","invest approximately","Uber",432,75
"Africa","was second","North America",6,5
"Trump","tweeted","Republicans",465,468
"Trump","tweeted","Republicans",439,468
"Trump","tweeted","Republicans",14,468
"Democrats","see an upside in","Republicans",467,468
"Hurricane Florence","slams","the East Coast",469,9
"Ford","has sold more than","North America",381,5
"Democrats","push automakers to","Trump",467,465
"Democrats","push automakers to","Trump",467,439
"Democrats","push automakers to","Trump",467,14
"Ford","growing number of","Democrats",381,467
"Motherboard","reached out","Google",47,369
"Democrats","criticized","Republicans",467,468
"Kelly","will return to","Earth",52,3
"Democrats","knocked","Republicans",467,468
"Trump","be widely popular in","Europe",465,1
"Trump","be widely popular in","Europe",439,1
"Trump","be widely popular in","Europe",14,1
"Trump","has yet to","Europe",465,1
"Trump","has yet to","Europe",439,1
"Trump","has yet to","Europe",14,1
"David Alire Garcia","editing by","Darren Schuettler",248,85
"Steve Scherer","Editing by","Tom Brown",242,295
"AT&T","could easily","Congress",405,377
"Vladimir Soldatkin","writing by","Maria Kiselyova",23,91
"AT&T","lobby","Congress",405,377
"Macron","said","Europe",103,1
"AT&T","arguing for","Congress",405,377
"Silicon Valley","leviathans","Google",11,369
"NASA","said on","Twitter",356,460
"NASA","said on","Twitter",356,17
"Kim","said","Kilauea",121,247
"Democrats","will howl","Republicans",467,468
"NASA","uploaded to","Twitter",356,460
"NASA","uploaded to","Twitter",356,17
"Gram Slattery","Editing by","Chizu Nomiyama",286,133
"Republicans","are hoping","Trump",468,465
"Republicans","are hoping","Trump",468,439
"Republicans","are hoping","Trump",468,14
"David Shepardson","Editing by","Bernadette Baum",44,163
"Democrats","are interested in","Republicans",467,468
"William Schomberg","editing by","Larry King",174,48
"Democrats","working with","Republicans",467,468
"Obama","been much too weak under","Clinton",337,37
"Obama","would","Clinton",337,37
"Obama","have","Clinton",337,37
"Democrats","argue","McConnell",467,214
"Congress","blast","Republicans",377,468
"Nature","says melting ice in","Antarctica",464,8
"Democrats","turn the tables on","Republicans",467,468
"Democrats","are itching to","McConnell",467,214
"Ahmad Ghaddar","Editing by","Edmund Blair",240,78
"Google","were in","Austin",369,255
"Democrats","grab","McConnell",467,214
"VW","wanted to","Ford",392,381
"VW","work with","Ford",392,381
"Republicans","could divide","Democrats",468,467
"Nature","melting ice in","Antarctica",464,8
"Republicans","believe","Democrats",468,467
"Republicans","aren’t","Democrats",468,467
"Ron Bousso","Editing by","Mark Potter",65,94
"Republicans","supposed to","Democrats",468,467
"Republicans","like","Democrats",468,467
"Trump","told","the Associated Press",465,362
"Trump","told","the Associated Press",439,362
"Trump","told","the Associated Press",14,362
"Democrats","opposed his nomination to","NASA",467,356
"Democrats","insisted","Republicans",467,468
"North America","will even","Asia",5,2
"Polina Devitt","writing by","Vladimir Soldatkin",112,23
"North America","start to","Asia",5,2
"North America","decline in","Asia",5,2
"McConnell","may also","Democrats",214,467
"McConnell","try to","Democrats",214,467
"Instagram","has transformed people's","Africa",448,6
"McConnell","divide","Democrats",214,467
"the Energy Department","released to","Reuters",411,355
"Obama","inherited the idea from","Bush",337,111
"Reuters","remained supportive of","Trump",355,465
"Reuters","remained supportive of","Trump",355,439
"Reuters","remained supportive of","Trump",355,14
"Johnson","keeps","Cameron",89,305
"Kelly","overtaking McSally","Republicans",52,468
"Democrats","have repeatedly","Pruitt",467,46
"GM","offered in","Europe",358,1
"Democrats","called on","Pruitt",467,46
"Democrats","be more willing to","Republicans",467,468
"Democrats","could","Republicans",467,468
"Earth","tells","CNN",3,361
"Hillary Clinton","captures","the White House",153,354
"Republicans","ranking","Trump",468,465
"Republicans","ranking","Trump",468,439
"Republicans","ranking","Trump",468,14
"Richard Valdmanis","Editing by","Richard Valdmanis",15,15
"Donald Trump","takes","the White House",40,354
"Democrats","should try to","Republicans",467,468
"North America","operating","Eikon",5,113
"Democrats","be willing to","Trump",467,465
"Democrats","be willing to","Trump",467,439
"Democrats","be willing to","Trump",467,14
"Trump","is due to","Putin",465,53
"Trump","is due to","Putin",439,53
"Trump","is due to","Putin",14,53
"Democrats","would","Trump",467,465
"Democrats","would","Trump",467,439
"Democrats","would","Trump",467,14
"Trump","meet with","Putin",465,53
"Trump","meet with","Putin",439,53
"Trump","meet with","Putin",14,53
"Maria Sheahan","editing by","Thomas Seythal",309,199
"Hurricane Sandy","struck","the East Coast",474,9
"Republicans","captured","Congress",468,377
"Hillary Clinton","lost to","Donald Trump",153,40
"Trump","be challenged by","Democrats",465,467
"Trump","be challenged by","Democrats",439,467
"Trump","be challenged by","Democrats",14,467
"Obama","has rhapsodized about","Mars",337,4
"Obama","traveling to","Mars",337,4
"Trump","would","Democrats",465,467
"Trump","would","Democrats",439,467
"Trump","would","Democrats",14,467
"Gabrielle Tétrault-Farber","Writing by","Vladimir Soldatkin",22,23
"Congress","ratify the bilateral agreement until","Republicans",377,468
"Katya Golubkova","writing by","Tom Balmforth",88,27
"Trump","lukewarmers like","Pruitt",465,46
"Trump","lukewarmers like","Pruitt",439,46
"Trump","lukewarmers like","Pruitt",14,46
"Democrats","have led","Republicans",467,468
"Chevron","sold its stake to","Equinor",360,348
"Trump","has stepped up","Republicans",465,468
"Trump","has stepped up","Republicans",439,468
"Trump","has stepped up","Republicans",14,468
"Democrats","raise pressure on","McConnell",467,214
"Trump","let","Congress",465,377
